College IPEDS ID,College Name,Fall Term,Enrollment Type Code,Enrollment Type Description,Head Count,Full-time Equivalent (FTE) Enrollment
190521,CUNY Borough of Manhattan Community College,Fall 2005,1,Transfer,1791,
190521,CUNY Borough of Manhattan Community College,Fall 2005,2,First-time Freshmen,3198,
190521,CUNY Borough of Manhattan Community College,Fall 2005,4,Undergraduate,18776,13311
190521,CUNY Borough of Manhattan Community College,Fall 2005,5,Total,18776,13311
190530,CUNY Bronx Community College,Fall 2005,1,Transfer,738,
190530,CUNY Bronx Community College,Fall 2005,2,First-time Freshmen,1457,
190530,CUNY Bronx Community College,Fall 2005,4,Undergraduate,8470,6242
190530,CUNY Bronx Community College,Fall 2005,5,Total,8470,6242
190549,CUNY Brooklyn College,Fall 2005,1,Transfer,1521,
190549,CUNY Brooklyn College,Fall 2005,2,First-time Freshmen,1413,
190549,CUNY Brooklyn College,Fall 2005,3,Graduate,3917,2131
190549,CUNY Brooklyn College,Fall 2005,4,Undergraduate,11364,8869
190549,CUNY Brooklyn College,Fall 2005,5,Total,15281,11000
190567,CUNY City College,Fall 2005,1,Transfer,1115,
190567,CUNY City College,Fall 2005,2,First-time Freshmen,1326,
190567,CUNY City College,Fall 2005,3,Graduate,2942,1454
190567,CUNY City College,Fall 2005,4,Undergraduate,9418,7295
190567,CUNY City College,Fall 2005,5,Total,12360,8749
190558,CUNY College of Staten Island,Fall 2005,1,Transfer,651,
190558,CUNY College of Staten Island,Fall 2005,2,First-time Freshmen,2198,
190558,CUNY College of Staten Island,Fall 2005,3,Graduate,1163,582
190558,CUNY College of Staten Island,Fall 2005,4,Undergraduate,10920,8287
190558,CUNY College of Staten Island,Fall 2005,5,Total,12083,8869
190576,CUNY Graduate School and University Center,Fall 2005,3,Graduate,4313,3287
190576,CUNY Graduate School and University Center,Fall 2005,5,Total,4313,3287
190585,CUNY Hostos Community College,Fall 2005,1,Transfer,410,
190585,CUNY Hostos Community College,Fall 2005,2,First-time Freshmen,721,
190585,CUNY Hostos Community College,Fall 2005,4,Undergraduate,4477,3289
190585,CUNY Hostos Community College,Fall 2005,5,Total,4477,3289
190594,CUNY Hunter College,Fall 2005,1,Transfer,1490,
190594,CUNY Hunter College,Fall 2005,2,First-time Freshmen,1837,
190594,CUNY Hunter College,Fall 2005,3,Graduate,5212,3120
190594,CUNY Hunter College,Fall 2005,4,Undergraduate,15631,11548
190594,CUNY Hunter College,Fall 2005,5,Total,20843,14668
190600,CUNY John Jay College of Criminal Justice,Fall 2005,1,Transfer,1022,
190600,CUNY John Jay College of Criminal Justice,Fall 2005,2,First-time Freshmen,2704,
190600,CUNY John Jay College of Criminal Justice,Fall 2005,3,Graduate,1859,1130
190600,CUNY John Jay College of Criminal Justice,Fall 2005,4,Undergraduate,12436,9946
190600,CUNY John Jay College of Criminal Justice,Fall 2005,5,Total,14295,11076
190619,CUNY Kingsborough Community College,Fall 2005,1,Transfer,1316,
190619,CUNY Kingsborough Community College,Fall 2005,2,First-time Freshmen,1970,
190619,CUNY Kingsborough Community College,Fall 2005,4,Undergraduate,15265,10855
190619,CUNY Kingsborough Community College,Fall 2005,5,Total,15265,10855
190628,CUNY LaGuardia Community College,Fall 2005,1,Transfer,1136,
190628,CUNY LaGuardia Community College,Fall 2005,2,First-time Freshmen,2080,
190628,CUNY LaGuardia Community College,Fall 2005,4,Undergraduate,13489,10127
190628,CUNY LaGuardia Community College,Fall 2005,5,Total,13489,10127
190682,CUNY Law School,Fall 2005,3,Graduate,438,544
190682,CUNY Law School,Fall 2005,5,Total,438,544
190637,CUNY Lehman College,Fall 2005,1,Transfer,1090,
190637,CUNY Lehman College,Fall 2005,2,First-time Freshmen,804,
190637,CUNY Lehman College,Fall 2005,3,Graduate,2173,1049
190637,CUNY Lehman College,Fall 2005,4,Undergraduate,8442,6077
190637,CUNY Lehman College,Fall 2005,5,Total,10615,7126
190646,CUNY Medgar Evers College,Fall 2005,1,Transfer,488,
190646,CUNY Medgar Evers College,Fall 2005,2,First-time Freshmen,787,
190646,CUNY Medgar Evers College,Fall 2005,4,Undergraduate,5211,3677
190646,CUNY Medgar Evers College,Fall 2005,5,Total,5211,3677
190655,CUNY New York City College of Technology,Fall 2005,1,Transfer,848,
190655,CUNY New York City College of Technology,Fall 2005,2,First-time Freshmen,2499,
190655,CUNY New York City College of Technology,Fall 2005,4,Undergraduate,12439,8892
190655,CUNY New York City College of Technology,Fall 2005,5,Total,12439,8892
190664,CUNY Queens College,Fall 2005,1,Transfer,1812,
190664,CUNY Queens College,Fall 2005,2,First-time Freshmen,1509,
190664,CUNY Queens College,Fall 2005,3,Graduate,4620,2293
190664,CUNY Queens College,Fall 2005,4,Undergraduate,13018,10138
190664,CUNY Queens College,Fall 2005,5,Total,17638,12431
190673,CUNY Queensborough Community College,Fall 2005,1,Transfer,962,
190673,CUNY Queensborough Community College,Fall 2005,2,First-time Freshmen,2464,
190673,CUNY Queensborough Community College,Fall 2005,4,Undergraduate,12838,8024
190673,CUNY Queensborough Community College,Fall 2005,5,Total,12838,8024
190576,CUNY School of Professional Studies,Fall 2005,3,Graduate,233,73
190576,CUNY School of Professional Studies,Fall 2005,4,Undergraduate,8,3
190576,CUNY School of Professional Studies,Fall 2005,5,Total,241,76
190691,CUNY York College,Fall 2005,1,Transfer,727,
190691,CUNY York College,Fall 2005,2,First-time Freshmen,780,
190691,CUNY York College,Fall 2005,3,Graduate,17,23
190691,CUNY York College,Fall 2005,4,Undergraduate,5882,4402
190691,CUNY York College,Fall 2005,5,Total,5899,4425
190512,CUNY Baruch College,Fall 2004,1,Transfer,1299,
190512,CUNY Baruch College,Fall 2004,2,First-time Freshmen,1718,
190512,CUNY Baruch College,Fall 2004,3,Graduate,2803,1938
190512,CUNY Baruch College,Fall 2004,4,Undergraduate,12734,10285
190512,CUNY Baruch College,Fall 2004,5,Total,15537,12223
190521,CUNY Borough of Manhattan Community College,Fall 2004,1,Transfer,1784,
190521,CUNY Borough of Manhattan Community College,Fall 2004,2,First-time Freshmen,3334,
190521,CUNY Borough of Manhattan Community College,Fall 2004,4,Undergraduate,18854,13484
190521,CUNY Borough of Manhattan Community College,Fall 2004,5,Total,18854,13484
190530,CUNY Bronx Community College,Fall 2004,1,Transfer,836,
190530,CUNY Bronx Community College,Fall 2004,2,First-time Freshmen,1495,
190530,CUNY Bronx Community College,Fall 2004,4,Undergraduate,8367,6089
190530,CUNY Bronx Community College,Fall 2004,5,Total,8367,6089
190549,CUNY Brooklyn College,Fall 2004,1,Transfer,1490,
190549,CUNY Brooklyn College,Fall 2004,2,First-time Freshmen,1215,
190549,CUNY Brooklyn College,Fall 2004,3,Graduate,4212,2279
190549,CUNY Brooklyn College,Fall 2004,4,Undergraduate,11172,8700
190549,CUNY Brooklyn College,Fall 2004,5,Total,15384,10979
190567,CUNY City College,Fall 2004,1,Transfer,1144,
190567,CUNY City College,Fall 2004,2,First-time Freshmen,1215,
190567,CUNY City College,Fall 2004,3,Graduate,3001,1465
190567,CUNY City College,Fall 2004,4,Undergraduate,9098,7013
190567,CUNY City College,Fall 2004,5,Total,12099,8478
190558,CUNY College of Staten Island,Fall 2004,1,Transfer,821,
190558,CUNY College of Staten Island,Fall 2004,2,First-time Freshmen,2250,
190558,CUNY College of Staten Island,Fall 2004,3,Graduate,1312,628
190558,CUNY College of Staten Island,Fall 2004,4,Undergraduate,11130,8540
190558,CUNY College of Staten Island,Fall 2004,5,Total,12442,9168
190576,CUNY Graduate School and University Center,Fall 2004,3,Graduate,4234,3256
190576,CUNY Graduate School and University Center,Fall 2004,5,Total,4234,3256
190585,CUNY Hostos Community College,Fall 2004,1,Transfer,523,
190585,CUNY Hostos Community College,Fall 2004,2,First-time Freshmen,772,
190585,CUNY Hostos Community College,Fall 2004,4,Undergraduate,4340,3327
190585,CUNY Hostos Community College,Fall 2004,5,Total,4340,3327
190594,CUNY Hunter College,Fall 2004,1,Transfer,1438,
190594,CUNY Hunter College,Fall 2004,2,First-time Freshmen,1876,
190594,CUNY Hunter College,Fall 2004,3,Graduate,4882,2955
190594,CUNY Hunter College,Fall 2004,4,Undergraduate,15361,11110
190594,CUNY Hunter College,Fall 2004,5,Total,20243,14065
190600,CUNY John Jay College of Criminal Justice,Fall 2004,1,Transfer,1218,
190600,CUNY John Jay College of Criminal Justice,Fall 2004,2,First-time Freshmen,2706,
190600,CUNY John Jay College of Criminal Justice,Fall 2004,3,Graduate,1828,1088
190600,CUNY John Jay College of Criminal Justice,Fall 2004,4,Undergraduate,12252,9711
190600,CUNY John Jay College of Criminal Justice,Fall 2004,5,Total,14080,10799
190619,CUNY Kingsborough Community College,Fall 2004,1,Transfer,1379,
190619,CUNY Kingsborough Community College,Fall 2004,2,First-time Freshmen,1941,
190619,CUNY Kingsborough Community College,Fall 2004,4,Undergraduate,15356,10989
190619,CUNY Kingsborough Community College,Fall 2004,5,Total,15356,10989
190628,CUNY LaGuardia Community College,Fall 2004,1,Transfer,1284,
190628,CUNY LaGuardia Community College,Fall 2004,2,First-time Freshmen,2107,
190628,CUNY LaGuardia Community College,Fall 2004,4,Undergraduate,13592,10420
190628,CUNY LaGuardia Community College,Fall 2004,5,Total,13592,10420
190682,CUNY Law School,Fall 2004,3,Graduate,447,551
190682,CUNY Law School,Fall 2004,5,Total,447,551
190637,CUNY Lehman College,Fall 2004,1,Transfer,1097,
190637,CUNY Lehman College,Fall 2004,2,First-time Freshmen,873,
190637,CUNY Lehman College,Fall 2004,3,Graduate,2173,1042
190637,CUNY Lehman College,Fall 2004,4,Undergraduate,8108,5894
190637,CUNY Lehman College,Fall 2004,5,Total,10281,6936
190646,CUNY Medgar Evers College,Fall 2004,1,Transfer,630,
190646,CUNY Medgar Evers College,Fall 2004,2,First-time Freshmen,722,
190646,CUNY Medgar Evers College,Fall 2004,4,Undergraduate,5170,3565
190646,CUNY Medgar Evers College,Fall 2004,5,Total,5170,3565
190655,CUNY New York City College of Technology,Fall 2004,1,Transfer,768,
190655,CUNY New York City College of Technology,Fall 2004,2,First-time Freshmen,2471,
190655,CUNY New York City College of Technology,Fall 2004,4,Undergraduate,11772,8778
190655,CUNY New York City College of Technology,Fall 2004,5,Total,11772,8778
190664,CUNY Queens College,Fall 2004,1,Transfer,1642,
190664,CUNY Queens College,Fall 2004,2,First-time Freshmen,1384,
190664,CUNY Queens College,Fall 2004,3,Graduate,4767,2466
190664,CUNY Queens College,Fall 2004,4,Undergraduate,12628,9801
190664,CUNY Queens College,Fall 2004,5,Total,17395,12267
190673,CUNY Queensborough Community College,Fall 2004,1,Transfer,861,
190673,CUNY Queensborough Community College,Fall 2004,2,First-time Freshmen,2329,
190673,CUNY Queensborough Community College,Fall 2004,4,Undergraduate,12798,7892
190673,CUNY Queensborough Community College,Fall 2004,5,Total,12798,7892
190691,CUNY York College,Fall 2004,1,Transfer,642,
190691,CUNY York College,Fall 2004,2,First-time Freshmen,764,
190691,CUNY York College,Fall 2004,4,Undergraduate,5743,4254
190691,CUNY York College,Fall 2004,5,Total,5743,4254
190512,CUNY Baruch College,Fall 2003,1,Transfer,1066,
190512,CUNY Baruch College,Fall 2003,2,First-time Freshmen,1674,
190512,CUNY Baruch College,Fall 2003,3,Graduate,2664,1813
190512,CUNY Baruch College,Fall 2003,4,Undergraduate,12462,9940
190512,CUNY Baruch College,Fall 2003,5,Total,15126,11753
190521,CUNY Borough of Manhattan Community College,Fall 2003,1,Transfer,1860,
190521,CUNY Borough of Manhattan Community College,Fall 2003,2,First-time Freshmen,3325,
190521,CUNY Borough of Manhattan Community College,Fall 2003,4,Undergraduate,18465,13411
190521,CUNY Borough of Manhattan Community College,Fall 2003,5,Total,18465,13411
190530,CUNY Bronx Community College,Fall 2003,1,Transfer,774,
190530,CUNY Bronx Community College,Fall 2003,2,First-time Freshmen,1409,
190530,CUNY Bronx Community College,Fall 2003,4,Undergraduate,7952,5860
190530,CUNY Bronx Community College,Fall 2003,5,Total,7952,5860
190549,CUNY Brooklyn College,Fall 2003,1,Transfer,1479,
190549,CUNY Brooklyn College,Fall 2003,2,First-time Freshmen,1349,
190549,CUNY Brooklyn College,Fall 2003,3,Graduate,4553,2285
190549,CUNY Brooklyn College,Fall 2003,4,Undergraduate,10960,8483
190549,CUNY Brooklyn College,Fall 2003,5,Total,15513,10768
190567,CUNY City College,Fall 2003,1,Transfer,1189,
190567,CUNY City College,Fall 2003,2,First-time Freshmen,1172,
190567,CUNY City College,Fall 2003,3,Graduate,3606,1778
190567,CUNY City College,Fall 2003,4,Undergraduate,8853,6735
190567,CUNY City College,Fall 2003,5,Total,12459,8513
190558,CUNY College of Staten Island,Fall 2003,1,Transfer,949,
190558,CUNY College of Staten Island,Fall 2003,2,First-time Freshmen,2127,
190558,CUNY College of Staten Island,Fall 2003,3,Graduate,1321,612
190558,CUNY College of Staten Island,Fall 2003,4,Undergraduate,11101,8421
190558,CUNY College of Staten Island,Fall 2003,5,Total,12422,9033
190576,CUNY Graduate School and University Center,Fall 2003,3,Graduate,4108,3176
190576,CUNY Graduate School and University Center,Fall 2003,5,Total,4108,3176
190585,CUNY Hostos Community College,Fall 2003,1,Transfer,375,
190585,CUNY Hostos Community College,Fall 2003,2,First-time Freshmen,629,
190585,CUNY Hostos Community College,Fall 2003,4,Undergraduate,3705,3092
190585,CUNY Hostos Community College,Fall 2003,5,Total,3705,3092
190594,CUNY Hunter College,Fall 2003,1,Transfer,1449,
190594,CUNY Hunter College,Fall 2003,2,First-time Freshmen,1694,
190594,CUNY Hunter College,Fall 2003,3,Graduate,4891,2910
190594,CUNY Hunter College,Fall 2003,4,Undergraduate,15906,11438
190594,CUNY Hunter College,Fall 2003,5,Total,20797,14348
190600,CUNY John Jay College of Criminal Justice,Fall 2003,1,Transfer,1199,
190600,CUNY John Jay College of Criminal Justice,Fall 2003,2,First-time Freshmen,2261,
190600,CUNY John Jay College of Criminal Justice,Fall 2003,3,Graduate,1517,924
190600,CUNY John Jay College of Criminal Justice,Fall 2003,4,Undergraduate,11509,9140
190600,CUNY John Jay College of Criminal Justice,Fall 2003,5,Total,13026,10064
190619,CUNY Kingsborough Community College,Fall 2003,1,Transfer,1200,
190619,CUNY Kingsborough Community College,Fall 2003,2,First-time Freshmen,1810,
190619,CUNY Kingsborough Community College,Fall 2003,4,Undergraduate,14943,10474
190619,CUNY Kingsborough Community College,Fall 2003,5,Total,14943,10474
190628,CUNY LaGuardia Community College,Fall 2003,1,Transfer,1016,
190628,CUNY LaGuardia Community College,Fall 2003,2,First-time Freshmen,2029,
190628,CUNY LaGuardia Community College,Fall 2003,4,Undergraduate,12768,9772
190628,CUNY LaGuardia Community College,Fall 2003,5,Total,12768,9772
190682,CUNY Law School,Fall 2003,3,Graduate,478,595
190682,CUNY Law School,Fall 2003,5,Total,478,595
190637,CUNY Lehman College,Fall 2003,1,Transfer,1046,
190637,CUNY Lehman College,Fall 2003,2,First-time Freshmen,819,
190637,CUNY Lehman College,Fall 2003,3,Graduate,2118,1013
190637,CUNY Lehman College,Fall 2003,4,Undergraduate,7594,5448
190637,CUNY Lehman College,Fall 2003,5,Total,9712,6461
190646,CUNY Medgar Evers College,Fall 2003,1,Transfer,413,
190646,CUNY Medgar Evers College,Fall 2003,2,First-time Freshmen,670,
190646,CUNY Medgar Evers College,Fall 2003,4,Undergraduate,4722,3159
190646,CUNY Medgar Evers College,Fall 2003,5,Total,4722,3159
190655,CUNY New York City College of Technology,Fall 2003,1,Transfer,815,
190655,CUNY New York City College of Technology,Fall 2003,2,First-time Freshmen,2184,
190655,CUNY New York City College of Technology,Fall 2003,4,Undergraduate,11380,8554
190655,CUNY New York City College of Technology,Fall 2003,5,Total,11380,8554
190664,CUNY Queens College,Fall 2003,1,Transfer,1635,
190664,CUNY Queens College,Fall 2003,2,First-time Freshmen,1330,
190664,CUNY Queens College,Fall 2003,3,Graduate,4647,2317
190664,CUNY Queens College,Fall 2003,4,Undergraduate,12346,9492
190664,CUNY Queens College,Fall 2003,5,Total,16993,11809
190673,CUNY Queensborough Community College,Fall 2003,1,Transfer,968,
190673,CUNY Queensborough Community College,Fall 2003,2,First-time Freshmen,2294,
190673,CUNY Queensborough Community College,Fall 2003,4,Undergraduate,12470,7912
190673,CUNY Queensborough Community College,Fall 2003,5,Total,12470,7912
190691,CUNY York College,Fall 2003,1,Transfer,642,
190691,CUNY York College,Fall 2003,2,First-time Freshmen,599,
190691,CUNY York College,Fall 2003,4,Undergraduate,5672,4105
190691,CUNY York College,Fall 2003,5,Total,5672,4105
190512,CUNY Baruch College,Fall 2002,1,Transfer,954,
190512,CUNY Baruch College,Fall 2002,2,First-time Freshmen,1674,
190512,CUNY Baruch College,Fall 2002,3,Graduate,2708,1926
190512,CUNY Baruch College,Fall 2002,4,Undergraduate,12653,10087
190512,CUNY Baruch College,Fall 2002,5,Total,15361,12013
190521,CUNY Borough of Manhattan Community College,Fall 2002,1,Transfer,1595,
190521,CUNY Borough of Manhattan Community College,Fall 2002,2,First-time Freshmen,3280,
190521,CUNY Borough of Manhattan Community College,Fall 2002,4,Undergraduate,17635,13095
190521,CUNY Borough of Manhattan Community College,Fall 2002,5,Total,17635,13095
190530,CUNY Bronx Community College,Fall 2002,1,Transfer,625,
190530,CUNY Bronx Community College,Fall 2002,2,First-time Freshmen,1203,
190530,CUNY Bronx Community College,Fall 2002,4,Undergraduate,7304,5408
190530,CUNY Bronx Community College,Fall 2002,5,Total,7304,5408
190549,CUNY Brooklyn College,Fall 2002,1,Transfer,1248,
190549,CUNY Brooklyn College,Fall 2002,2,First-time Freshmen,1224,
190549,CUNY Brooklyn College,Fall 2002,3,Graduate,4868,2242
190549,CUNY Brooklyn College,Fall 2002,4,Undergraduate,10767,8287
190549,CUNY Brooklyn College,Fall 2002,5,Total,15635,10529
190567,CUNY City College,Fall 2002,1,Transfer,1026,
190567,CUNY City College,Fall 2002,2,First-time Freshmen,1011,
190567,CUNY City College,Fall 2002,3,Graduate,3430,1624
190567,CUNY City College,Fall 2002,4,Undergraduate,8547,6469
190567,CUNY City College,Fall 2002,5,Total,11977,8093
190558,CUNY College of Staten Island,Fall 2002,1,Transfer,916,
190558,CUNY College of Staten Island,Fall 2002,2,First-time Freshmen,1971,
